disarm_id,name,url,summary,provides_tools,sector,primary_role,secondary_role,primary_subject,secondary_subject,volunteers,region,country,rand_list,credco_list,carnegie_list,twitter_handle,notes,Unnamed: 18
G000721,Truth and Trust Online,truthandtrustonline.com,,,,,,,,,Europe,UK,,,,,,
G000722,Truth Nest,https://www.truthnest.com,"TruthNest offers an accessible, user-friendly dashboard for Twitter analytics to discern an account’s credibility based on their activity, network, and influence. Additionally, TruthNest offers a score of likelihood that the account is a bot.",Yes,Technology,,,,,,Europe,Greece,,N,Y,,,
G000723,Truth or Fiction,,,,,,,,,,,,,Y,N,,,
G000724,Truth Tests,,,,,,,,,,,,,Y,N,,,
G000725,"Truth, Trust and Technology Commission - London School of Economics",,,,,,,,,,,,,Y,N,,,
G000726,TruthBuzz by IFCJ,,,,,,,,,,,,,Y,N,,,
G000727,Trutheum,,,,,,,,,,,,,Y,N,,,
G000728,Tsek,https://tsek.ph/,,,,,,,,,Asia,Philippines,,Y,N,,,
G000729,Tufts University: Edward R. Murrow Center for a Digital World,https://sites.tufts.edu/murrowcenter/,"Housed at the Fletcher School of International Affairs, the Edward R. Murrow Center for a Digital World was established to examine the role that news media, multinational corporations, and nongovernmental organizations play in international relations. The Center focuses on international media, public diplomacy, and the political and cultural impact of the digital media sphere.",,Education/academia,Research (primary/secondary),Public Policy,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000730,Twitter,,,,,,,,,,,,,,,,,
G000731,Twitter Elections Integrity Archive,,,,,,,,,,,,,Y,N,,,
G000732,Twitter Trails,http://twittertrails.com/,TwitterTrails is an online tool used to track the spread of stories on Twitter and measure how users perceive the veracity of the stories.,Yes,Technology,,,,,,Global,USA,,Y,Y,,,
G000733,Twitter UK,,,,,,,,,,Europe,UK,,,,,,
G000734,U.S. Department of Justice: Cyber-Digital Task Force (DOJ),https://www.ojp.gov/,"In 2018, DOJ established a Cyber-Digital Task Force to address global cyber threats. The task force produced a report categorizing types of malign foreign influence operations and describing DOJ's responses to these threats.",,Government,Investigations,,,,,North America,USA,,N,Y,,,
G000735,U.S. Department of State: Global Engagement Center,https://www.state.gov/bureaus-offices/under-secretary-for-public-diplomacy-and-public-affairs/global-engagement-center/,"DOS oversees the Global Engagement Center, which leads the U.S. government's efforts to identify and counter foreign and non-state influence operations. The center works with allied governments, civil society and nongovernmental organizations, and private companies to develop best practices, and it oversees the Information Access Fund, intended to provide grant support to organizations countering disinformation. The center's Technology Engagement Team works with stakeholders to develop, test, and demonstrate technological solutions to the problem of foreign influence operations.",,Government,Research (primary/secondary),Countermeasures/response,,,,North America,USA,,N,Y,,,
G000736,U.S. Department of State: Technology Engagement Team,https://www.state.gov/bureaus-offices/under-secretary-for-public-diplomacy-and-public-affairs/global-engagement-center/,"The Technology Engagement Team directs, leads, synchronizes, integrates, and coordinates efforts of the Federal Government to recognize, understand, expose, and counter foreign state and foreign non-state propaganda and disinformation efforts aimed at undermining or influencing the policies, security, or stability of the United States and its allies and partner nations",,Government,Research (primary/secondary),Countermeasures/response,,,,North America,USA,,N,Y,,,
G000737,U.S. Federal Bureau of Investigation: Foreign Influence Task Force,https://www.fbi.gov/investigate/counterintelligence/foreign-influence,"In 2017, FBI established a Foreign Influence Task Force (FITF) to identify and combat foreign influence operations in the United States. FITF collects and shares information about ongoing influence operations and works with field offices on countermeasures.",,Government,Investigations,,,,,North America,USA,,N,Y,,,
G000738,UCLA,,,,,,,,,,,UK,,,,,,
G000739,UK Cabinet office,https://sharechecklist.gov.uk/ ,,,Government,Societal Resilience,,,,,Europe,UK,,N,N,,,
G000740,UK Government - DCMS - Online harms,,,,,,,,,,,UK,,,,,,
G000741,UK Government: DCMS subcommittee on online harms and disinformation,https://committees.parliament.uk/committee/438/digital-culture-media-and-sport-subcommittee-on-online-harms-and-disinformation/,,,Government,Societal Resilience,,,,,Europe,UK,,N,N,,,
G000742,UK Parliament - House of Lords,,,,,,,,,,,UK,,,,,,
G000743,UK Safer Internet Centre,https://www.saferinternet.org.uk/safer-internet-day/2021,,,,,,,,,,UK,,,,,,
G000744,Ukraine Crisis Media Center (UCMC),http://ucmc.org.ua/,"UCMC is dedicated to defending Ukraine's sovereignty in the face of Russian influence and serving as a hub for strategic communications within the country. UCMC houses a Hybrid Warfare Analytical Group that convenes experts to provide research and analysis in support of the Ukrainian government's efforts to counter Russian influence, and the organization has also developed a program on Strategic Communication to reassert control over the information space. UCMC is part of the Center for European Policy Analysis's #DisinfoNet.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Ukraine,,Y,Y,,,
G000745,Ukrainian Prism,http://prismua.org,"Ukrainian Prism provides research and analysis on defense and security policy issues. The organization runs a Russian Disinformation Resilience Index in partnership with EAST Center, meant to assess the strength of Central and Eastern European countries in resisting Russian influence operations.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Ukraine,,N,Y,,,
G000746,UMass,,,,,,,,,,,,,,,,,
G000747,UN Verified project,https://shareverified.com/en,,,Civil Society/NGO,,,,,Y,Global,,,N,N,,,
G000748,Uni Arkansas at Little Rock,,,,,,,,,,,,,,,,,
G000749,Uni Maryland,,,,,,,,,,,,,,,,,
G000750,Unilever,,,,,,,,,,,,,,,,,
G000751,Unisys,,,,,,,,,,,,,,,,,
G000752,Unitary,https://www.unitary.ai,,Yes,,,,,,,,,,,,,,
G000753,United for News,,,,,,,,,,,,,Y,N,,,
G000754,"United Kingdom Parliamentary Committee on Digital, Culture, Media and Sport",https://www.parliament.uk/business/committees/committees-a-z/commons-select/digital-culture-media-and-sport-committee/sub-committee-on-disinformation/,"The UK Parliamentary Committee on Digital, Culture, Media and Sport hosts a Sub-Committee on Disinformation to explore legislative solutions to the issue of disinformation in the United Kingdom. The sub-committee grew out of an initial inquiry on disinformation and fake news that began in 2018 and conclusion in February 2019 with the publication of a formal report on the landscape of disinformation, political advertising, foreign influence, media literacy programs, and potential solutions.",,Government,Research (primary/secondary),Public Policy,,,,Europe,UK,,N,Y,,,
G000755,University of Arkansas at Little Rock: COSMOS,http://cosmos.ualr.edu/,"The Collaboratorium for Social Media and Online Behavioral Studies (COSMOS) Lab uses analytic methodologies to study online behaviors and sentiments, such as network reactions to certain types of content, and how false information spreads through a network.",,Education/academia,Research (primary/secondary),,,,,North America,USA,,N,Y,,,
G000756,University of Cambridge,,,,,,,,,,,UK,,,,,,
G000757,University of Florida: Consortium on Trust in Media & Technology (CTMT),https://www.jou.ufl.edu/consortium-on-trust-in-media-and-technology/,"The CTMT is a multidisciplinary research initiative centered around ""the crisis of trust affecting the nation and world."" The consortium creates a space for researchers at the university to collaborate, develop insights into how media and technology can become more trustworthy, and explore potential new policies and laws.",,Education/academia,Research (primary/secondary),Journalism,,,,North America,USA,,N,Y,,,
G000758,University of Indiana,,,,,,,,,,,,,,,,,
G000759,University of Liverpool,,,,,,,,,,,UK,,,,,,
G000760,University of Michigan,,,Yes,,,,,,,,,,,,,,
G000761,University of Munich: Center for Applied Policy Research (Universität München Centrum für angewandte Politikforschung) (CAP),https://www.cap-lmu.de/,"CAP conducts research on issues in public policy and international peace and security with the goal of bridging the gap between politicians and academics. CAP has addressed issues concerning cybersecurity, online campaigning, and other technological developments impacting democracy.",,Education/academia,Research (primary/secondary),Public Policy,Democracy,Civil Liberties (human rights),,Europe,Germany,,N,Y,,,
G000762,"University of North Carolina at Chapel Hill: Center for Information, Technology, and Public Life (CITAP)",https://citap.unc.edu/,"CITAP is dedicated to creating a foundational understanding of information environments in order to conduct research on misinformation, partisanship, polarization, propaganda, and political institutions. The group plans to make its data publicly available to inform additional research on the topic.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
